Team,Opponent,Match_Type,Date,Location,Team_Score,Opponent_Score,Possession_Team,Possession_Opponent,Shots_Team,Shots_Opponent,Fouls_Team,Fouls_Opponent,Yellow_Cards_Team,Yellow_Cards_Opponent,Red_Cards_Team,Red_Cards_Opponent
Spain,Italy,Tournament,2018-05-29,Neutral,5,2,69.77409831610144,36.88376493293522,15,8,19,8,1,1,1,1
France,Portugal,Tournament,2018-05-30,Home,5,2,43.92901473846145,57.642026108831175,23,27,19,6,3,0,0,0
England,Italy,Tournament,2018-05-31,Home,3,0,60.43103653354199,52.541461449262925,19,21,18,13,2,3,0,0
Italy,Netherlands,Friendly,2018-06-01,Neutral,1,3,35.292680634284025,35.898996256045805,20,20,18,16,0,4,0,1
Germany,Spain,Friendly,2018-06-02,Away,1,4,48.17964321061819,57.55515696123746,14,8,7,15,1,3,1,0
Brazil,Brazil,Tournament,2018-06-03,Away,5,1,37.40463342259569,35.69395882620679,23,11,15,15,2,0,0,1
Netherlands,Portugal,Friendly,2018-06-04,Home,4,2,37.683886803728164,45.93742316438725,2,21,13,7,3,4,0,0
Argentina,Netherlands,Tournament,2018-06-05,Neutral,2,0,33.98760146296152,42.34239698098081,29,24,17,16,4,0,0,1
Germany,Belgium,Friendly,2018-06-06,Home,-1,4,47.281766121117286,57.6003981074783,18,17,11,13,2,3,0,0
Argentina,Germany,Qualifier,2018-06-07,Home,1,3,33.021396829946774,61.29449426426609,9,3,12,8,3,4,1,0
Italy,Italy,Qualifier,2018-06-08,Away,3,4,66.39245425422644,36.73266327823654,27,7,11,14,1,4,1,0
Germany,Belgium,Friendly,2018-06-09,Away,5,2,47.916012862878176,62.47986970395767,1,12,13,16,3,4,0,0
Spain,Portugal,Qualifier,2018-06-10,Away,2,1,63.54264565751525,30.288562239782312,16,1,6,11,3,3,0,1
Spain,Netherlands,Qualifier,2018-06-11,Away,0,3,69.1785779882205,51.202341893701316,12,11,19,11,1,2,0,0
Netherlands,Spain,Qualifier,2018-06-12,Away,1,1,57.111167152809585,50.671555594986955,12,5,19,10,4,3,0,1
Argentina,Italy,Tournament,2018-06-13,Neutral,2,5,66.06043028536693,54.95285723007279,19,6,8,12,0,1,1,1
Brazil,Germany,Friendly,2018-06-14,Home,3,4,35.414700820120096,39.588021213386995,10,14,6,15,4,2,1,1
Italy,Spain,Friendly,2018-06-15,Neutral,5,4,63.199745834497435,30.394273197208058,20,28,12,15,0,3,1,0
Spain,England,Friendly,2018-06-16,Home,2,0,40.84869332839904,48.190516645655975,5,29,6,10,0,1,1,0
England,Netherlands,Qualifier,2018-06-17,Away,0,3,48.90392155368644,32.856248450330185,3,17,12,13,0,0,1,0
France,Belgium,Tournament,2018-06-18,Neutral,2,4,55.86330596377329,65.68775547227473,9,23,10,9,2,1,1,0
France,Italy,Friendly,2018-06-19,Home,5,2,66.14174370140856,36.94665302756694,21,25,11,15,4,4,0,1
Belgium,Italy,Qualifier,2018-06-20,Away,3,5,66.43975203718968,47.00931869994642,23,25,15,7,3,2,0,1
Brazil,Portugal,Tournament,2018-06-21,Away,1,2,33.6840950856738,47.360015609615346,15,3,19,9,2,3,0,1
France,Germany,Tournament,2018-06-22,Neutral,1,1,44.58221955284233,52.11458591352819,14,4,17,8,1,3,1,0
Belgium,France,Friendly,2018-06-23,Neutral,4,5,61.72700826736867,61.30129395081589,11,1,10,7,1,4,0,1
Argentina,England,Friendly,2018-06-24,Neutral,3,5,58.12627556928902,48.88592602035118,13,29,18,5,0,2,0,1
Spain,Spain,Qualifier,2018-06-25,Away,4,2,31.05409780083312,31.030130688818925,7,4,16,12,2,2,0,1
Spain,Brazil,Friendly,2018-06-26,Home,4,4,47.99557620227799,60.84441644700358,27,14,13,19,2,4,1,1
England,Brazil,Qualifier,2018-06-27,Home,5,2,63.17012380494471,33.28693258483566,25,21,8,8,1,2,1,1
Germany,Italy,Tournament,2018-06-28,Neutral,5,3,59.50737749335091,55.66213169035457,2,7,5,16,3,4,0,0
France,Portugal,Tournament,2018-06-29,Home,5,1,46.4739916932929,62.137180346075816,3,21,13,7,4,1,0,1
Argentina,Argentina,Tournament,2018-06-30,Away,0,5,59.406444893870216,41.30760689924175,20,24,17,16,4,4,1,1
Portugal,Italy,Tournament,2018-07-01,Home,3,3,52.04842836546426,47.96425926736125,8,7,14,8,0,3,1,1
France,Brazil,Friendly,2018-07-02,Away,1,4,66.50515992273145,30.573433687432665,1,1,12,5,0,0,0,1
Brazil,Brazil,Friendly,2018-07-03,Neutral,3,4,53.48508697602175,62.15500798359542,25,28,5,16,0,1,1,1
Germany,England,Qualifier,2018-07-04,Home,5,2,46.02936715177472,58.13044359683277,21,2,17,10,1,3,1,0
France,Belgium,Qualifier,2018-07-05,Away,0,0,64.51682498272937,39.25549577551372,4,23,14,7,1,1,0,1
Argentina,Argentina,Qualifier,2018-07-06,Neutral,3,5,31.994753692265636,45.609047914631574,13,3,10,12,4,3,0,0
France,Italy,Qualifier,2018-07-07,Neutral,3,5,66.02042574549907,57.81266007204445,24,18,18,15,0,2,0,0
Brazil,England,Qualifier,2018-07-08,Neutral,4,0,57.85387257991141,44.32652487404827,14,11,14,18,2,4,1,0
Portugal,Portugal,Tournament,2018-07-09,Neutral,3,4,67.62423441696312,36.49659102230799,9,12,16,19,3,3,0,0
Italy,England,Tournament,2018-07-10,Home,4,4,40.02019476507833,50.74022115511633,3,14,16,18,1,3,0,0
Netherlands,Italy,Tournament,2018-07-11,Away,4,5,57.79685458559445,58.94270281145759,14,9,19,18,0,2,1,1
Portugal,Netherlands,Qualifier,2018-07-12,Home,2,1,62.378530676239784,42.83238028011783,4,28,8,17,0,0,1,1
Belgium,France,Tournament,2018-07-13,Away,5,5,58.08410319143507,34.870890865778314,17,10,19,14,1,0,0,0
France,Italy,Tournament,2018-07-14,Neutral,0,4,38.413348091570604,63.18176647247907,15,13,19,9,4,4,0,0
Spain,Germany,Tournament,2018-07-15,Home,4,4,41.023582722913744,40.112074657884925,12,24,15,13,4,2,0,0
England,Brazil,Tournament,2018-07-16,Neutral,3,1,52.669693938106946,50.51259816426426,14,24,6,13,4,1,1,0
Spain,Argentina,Friendly,2018-07-17,Away,4,3,47.87002410763078,57.65372597956972,19,3,7,19,4,3,1,1
Portugal,Argentina,Qualifier,2018-07-18,Neutral,4,3,59.40468753666113,42.683008015768834,10,27,16,15,2,4,0,1
Spain,Belgium,Qualifier,2018-07-19,Home,4,1,45.147067658652816,55.94546149489673,5,26,17,6,0,0,0,0
Argentina,France,Friendly,2018-07-20,Home,1,1,64.3792208743889,48.38838025766113,29,9,16,9,4,1,1,1
Spain,Germany,Tournament,2018-07-21,Away,1,3,47.27681620147001,52.817466204953845,24,24,13,11,4,2,1,0
Germany,Brazil,Tournament,2018-07-22,Away,1,3,31.601651228591695,53.623044144677706,17,28,9,11,3,3,0,1
Italy,Argentina,Tournament,2018-07-23,Home,1,3,30.694563035397827,62.96602747587545,17,2,11,14,3,3,1,0
France,Germany,Qualifier,2018-07-24,Home,2,3,55.86970344338191,56.25305093741346,3,23,19,7,0,0,1,1
Spain,England,Qualifier,2018-07-25,Home,4,5,51.62212473127303,40.572267687376424,16,8,17,11,1,0,0,1
Brazil,Belgium,Qualifier,2018-07-26,Home,2,5,51.70978573425155,32.38417364553785,25,28,19,11,4,4,1,0
Italy,Italy,Qualifier,2018-07-27,Away,3,2,61.600360641137826,30.07942176300531,9,7,6,8,2,3,1,0
Italy,Italy,Qualifier,2018-07-28,Home,5,1,45.02880938558879,66.17669539067981,17,9,12,15,3,3,1,1
Spain,Netherlands,Friendly,2018-07-29,Away,0,0,69.8178799037994,67.68440207208826,20,13,7,11,4,3,1,0
Italy,Brazil,Qualifier,2018-07-30,Home,2,2,67.82120402439409,33.76445950658672,12,7,5,12,1,3,0,0
England,Germany,Tournament,2018-07-31,Home,1,0,30.518470686312988,49.48214473128992,24,28,17,7,2,1,1,1
Spain,Spain,Qualifier,2018-08-01,Neutral,1,0,65.82971072795024,36.06380813842138,2,7,12,6,3,2,1,0
Argentina,Argentina,Friendly,2018-08-02,Neutral,3,4,57.22198601480429,67.94996346816339,20,1,15,13,1,1,0,0
Portugal,Portugal,Tournament,2018-08-03,Home,4,1,50.083613472641396,39.87330067290095,16,2,15,16,1,2,1,1
Germany,Portugal,Friendly,2018-08-04,Away,0,5,53.3098989637617,50.06588382387996,23,21,13,16,2,1,0,0
Netherlands,Italy,Tournament,2018-08-05,Home,2,2,63.67429453057285,36.62480766931667,23,29,12,11,2,4,1,1
Belgium,Spain,Qualifier,2018-08-06,Neutral,4,1,68.04149568292095,43.31044338012249,21,29,5,5,3,2,1,1
Italy,Portugal,Friendly,2018-08-07,Home,4,3,52.4133449894577,40.67225443708723,23,27,16,14,2,3,1,0
Argentina,France,Tournament,2018-08-08,Neutral,5,1,37.251657887543594,49.01704171888743,6,17,11,14,4,2,0,0
France,France,Qualifier,2018-08-09,Home,5,0,55.590159352890595,46.791278480885936,2,28,11,13,2,3,1,0
France,Brazil,Tournament,2018-08-10,Home,2,5,33.048758735543224,43.23191178401501,9,10,8,9,1,4,0,1
Belgium,Spain,Friendly,2018-08-11,Away,2,3,55.405549473394714,34.235104705936486,5,15,17,6,2,2,0,0
Germany,France,Friendly,2018-08-12,Neutral,2,1,62.34447210107494,49.379480880277924,18,16,17,11,3,0,1,1
Italy,France,Friendly,2018-08-13,Neutral,2,1,44.13325745943548,64.0083207236621,22,23,17,13,4,3,1,0
England,Italy,Friendly,2018-08-14,Neutral,1,5,32.847376970206945,59.20893346342264,26,21,16,17,2,2,0,1
Belgium,Portugal,Qualifier,2018-08-15,Away,4,0,57.68904513651625,58.822995366506774,21,13,12,7,4,1,0,0
Germany,Brazil,Tournament,2018-08-16,Home,4,3,43.57315000674316,44.64366946981235,18,21,9,8,2,2,0,1
Italy,Germany,Qualifier,2018-08-17,Away,1,0,39.963866075222064,58.336763227282056,29,8,17,13,4,3,0,0
Argentina,England,Friendly,2018-08-18,Home,4,5,57.56727035772968,48.62125925599675,10,9,16,19,2,0,0,0
Portugal,Argentina,Tournament,2018-08-19,Away,2,1,68.78345875635179,36.01104363352677,10,26,8,6,2,0,0,1
England,Argentina,Friendly,2018-08-20,Away,0,2,59.8128950970295,46.76198999912204,23,1,17,8,0,1,0,1
Netherlands,Belgium,Qualifier,2018-08-21,Neutral,5,2,49.65400162237502,35.3095452412639,10,26,9,9,1,4,0,1
France,England,Qualifier,2018-08-22,Away,5,4,54.020428896965925,34.57931275626144,29,4,15,19,3,0,0,1
Brazil,England,Qualifier,2018-08-23,Home,4,2,35.69115634743155,30.922372338304427,18,27,6,8,3,4,1,1
Argentina,Argentina,Tournament,2018-08-24,Away,0,5,62.528531427312316,41.31417203877666,16,18,8,11,0,3,0,1
France,Argentina,Tournament,2018-08-25,Away,5,5,54.171800424456755,43.23499136967779,23,25,14,10,2,2,0,0
Spain,Germany,Friendly,2018-08-26,Home,0,5,68.6332159199207,57.97774851753971,6,25,12,13,1,4,0,1
Brazil,Spain,Tournament,2018-08-27,Neutral,1,3,69.17933473159792,51.52019139539135,12,1,11,15,4,3,0,0
France,Spain,Tournament,2018-08-28,Home,3,4,44.18346769761612,64.33798848213249,28,3,16,17,0,3,1,1
Germany,Germany,Qualifier,2018-08-29,Home,4,3,69.54183742050684,37.05882506822626,4,10,12,19,3,3,0,1
England,Portugal,Friendly,2018-08-30,Home,1,2,68.27334112410361,40.63826583439256,20,24,18,17,3,1,1,1
France,England,Qualifier,2018-08-31,Away,1,2,55.59327855220545,67.64304444573662,16,2,11,17,3,1,1,1
Netherlands,Netherlands,Friendly,2018-09-01,Away,0,1,43.33857713836625,47.76180991119257,28,18,11,8,2,4,1,1
Portugal,England,Friendly,2018-09-02,Home,4,3,60.13360882991076,61.562037721946226,22,2,15,15,4,3,1,0
Germany,Belgium,Tournament,2018-09-03,Home,1,0,40.849489254245434,49.68670594597957,25,13,11,19,4,4,0,0
Argentina,Argentina,Qualifier,2018-09-04,Neutral,2,1,55.193755866983224,48.843426281029906,26,21,6,13,4,0,1,1
Argentina,England,Tournament,2018-09-05,Away,1,3,30.98326455198256,35.924651521185694,22,9,7,5,2,4,0,0
Argentina,Argentina,Tournament,2018-09-06,Away,2,5,55.143311861766946,64.04798443794346,22,23,5,16,3,2,0,0
Argentina,England,Tournament,2018-09-07,Away,3,4,68.06433138934247,33.13421122190539,11,29,19,10,3,3,0,1
Portugal,Belgium,Friendly,2018-09-08,Away,2,3,39.40572170824879,42.41044378612166,1,23,6,11,2,4,1,1
France,Portugal,Qualifier,2018-09-09,Home,2,4,61.1271794686311,56.938722868807176,5,2,14,13,1,1,1,1
Italy,Netherlands,Qualifier,2018-09-10,Home,0,4,41.73694199662407,50.29030203232119,17,2,10,5,2,2,0,0
France,France,Tournament,2018-09-11,Neutral,1,2,58.31398994914566,65.25513307886145,11,5,6,15,2,4,1,1
Spain,Germany,Friendly,2018-09-12,Away,3,0,57.998894794941016,31.571918111516638,14,28,5,16,3,4,1,0
England,Germany,Qualifier,2018-09-13,Away,1,3,37.38950966761914,55.97630077998921,9,14,19,16,4,4,1,0
Brazil,Netherlands,Qualifier,2018-09-14,Home,2,0,53.885116416840795,49.098618825085,10,23,12,17,3,1,0,1
Italy,England,Tournament,2018-09-15,Neutral,5,4,64.36675812452614,36.172472938706036,4,23,13,5,1,4,1,0
Italy,France,Friendly,2018-09-16,Home,2,2,45.30132277758245,59.73007628450374,2,25,11,6,0,0,0,0
France,Belgium,Tournament,2018-09-17,Away,1,0,58.4110780539565,46.45227421624096,25,3,7,10,0,0,1,1
Italy,Spain,Qualifier,2018-09-18,Away,3,1,56.97720140938186,51.26327616946734,6,14,5,7,2,0,1,1
Belgium,England,Friendly,2018-09-19,Neutral,5,4,40.30056007202415,68.69064265452434,27,1,8,15,0,4,1,1
Belgium,Portugal,Tournament,2018-09-20,Home,3,1,66.74574239142814,49.449203241007545,29,9,17,19,4,2,0,0
Spain,Argentina,Qualifier,2018-09-21,Away,0,5,52.54048336465092,62.93491462234571,26,16,14,18,3,1,1,1
Brazil,Brazil,Tournament,2018-09-22,Away,2,0,44.211706272220965,60.78310093364977,3,17,19,10,1,0,0,1
Netherlands,England,Tournament,2018-09-23,Neutral,2,0,36.574335028097465,56.51018366055196,13,8,15,6,1,0,0,0
Portugal,Brazil,Tournament,2018-09-24,Away,0,0,48.938334096790754,65.87248573401334,12,15,7,17,1,2,1,0
France,England,Friendly,2018-09-25,Away,1,5,59.204537516068,40.06406587748724,18,21,19,14,3,0,1,1
Portugal,Netherlands,Qualifier,2018-09-26,Home,2,3,54.94561079083952,62.83084925870653,6,8,15,10,4,1,0,0
Netherlands,Brazil,Qualifier,2018-09-27,Neutral,1,4,59.082102382110534,45.1114995358937,10,7,7,11,1,2,0,1
France,England,Qualifier,2018-09-28,Neutral,3,4,61.670430092015366,62.499635603248855,6,9,6,10,0,3,1,0
France,Germany,Qualifier,2018-09-29,Neutral,5,4,47.6401906595776,49.751547381820444,28,2,15,6,4,1,1,0
Brazil,Brazil,Friendly,2018-09-30,Home,5,3,50.806647360971695,64.30837011772942,28,25,14,9,4,1,1,0
Portugal,England,Tournament,2018-10-01,Neutral,5,0,69.45688446323562,65.79374150771946,25,10,7,14,4,4,0,1
Belgium,Spain,Qualifier,2018-10-02,Away,4,0,68.72205583283463,53.90575502736462,5,5,15,19,1,3,1,0
Argentina,Argentina,Friendly,2018-10-03,Neutral,0,5,46.592684990354364,50.3050782732498,27,16,9,17,4,3,1,0
Portugal,Spain,Tournament,2018-10-04,Away,5,1,57.4071809682598,61.331205733293366,15,21,19,18,1,2,0,0
England,France,Friendly,2018-10-05,Neutral,2,3,40.70360713311411,40.679448127166935,15,1,8,10,0,0,0,1
England,England,Friendly,2018-10-06,Neutral,0,2,36.107901825425934,30.613947249956578,12,6,5,18,0,3,1,0
France,Italy,Qualifier,2018-10-07,Home,3,3,60.73604890494934,46.283783310190785,9,10,5,12,0,2,0,1
Argentina,Portugal,Qualifier,2018-10-08,Neutral,3,5,47.44719877672097,50.31096531587107,13,10,5,13,0,3,0,1
Germany,Spain,Tournament,2018-10-09,Neutral,3,1,37.08211214600076,41.89050877755026,16,26,16,9,4,1,1,1
Netherlands,Brazil,Tournament,2018-10-10,Home,3,1,60.35391694082188,45.3344752695107,21,26,14,18,4,3,1,1
Spain,Netherlands,Qualifier,2018-10-11,Away,4,1,66.60681439176093,35.32232931664379,2,19,13,16,1,0,0,1
Argentina,Portugal,Friendly,2018-10-12,Neutral,1,0,67.33094001830948,41.091596134711764,17,13,13,11,0,2,0,0
Spain,Italy,Qualifier,2018-10-13,Neutral,1,2,53.85334833850479,39.60381391658294,9,26,13,8,2,0,1,0
Portugal,Belgium,Tournament,2018-10-14,Away,5,1,49.185645158994944,42.039474153070806,26,19,19,14,0,4,1,1
Portugal,England,Friendly,2018-10-15,Home,4,4,35.67466344647222,41.9621644216261,23,3,14,16,3,0,0,1
Spain,Netherlands,Friendly,2018-10-16,Neutral,1,0,61.71159217024413,52.358734841904536,19,13,8,9,2,0,0,0
Netherlands,England,Friendly,2018-10-17,Home,3,2,67.8129260840116,40.023877607842905,28,4,8,5,3,2,1,0
Argentina,France,Qualifier,2018-10-18,Away,1,4,65.57841654469587,67.63845053359555,6,25,18,17,2,1,1,1
Germany,Italy,Qualifier,2018-10-19,Away,0,2,60.07133817750683,50.4509932145334,26,29,18,7,1,3,0,1
France,England,Tournament,2018-10-20,Home,5,5,30.182754503631042,35.1586402563907,4,8,14,6,4,3,0,1
Brazil,Brazil,Friendly,2018-10-21,Away,1,2,46.31003498429363,41.18425082097136,25,12,11,10,1,2,1,1
Portugal,France,Friendly,2018-10-22,Away,0,4,46.428566868072316,59.19029984542616,15,22,17,13,2,2,1,0
England,Germany,Qualifier,2018-10-23,Neutral,2,3,65.77472931838928,30.5463615352291,18,24,7,14,0,1,1,1
Netherlands,Belgium,Tournament,2018-10-24,Home,0,2,32.62602867676193,67.51271944787804,27,24,14,7,1,1,1,1
Brazil,Italy,Tournament,2018-10-25,Neutral,0,3,51.248903355277065,47.807076869032244,12,17,7,16,2,4,0,1
Germany,Argentina,Friendly,2018-10-26,Home,3,2,35.44537615708469,50.84316091803987,12,25,8,15,0,3,0,0
Italy,Netherlands,Qualifier,2018-10-27,Neutral,3,5,56.49175657063889,69.53648943358112,20,1,15,16,4,3,1,1
France,Spain,Friendly,2018-10-28,Away,5,4,61.69021952712724,50.13612343997326,17,27,10,6,2,4,1,1
Portugal,England,Qualifier,2018-10-29,Home,3,2,55.67836847886525,67.9097597784789,7,2,5,6,3,2,0,0
France,Netherlands,Tournament,2018-10-30,Home,0,1,61.78340564082504,66.60924463172617,20,9,15,18,3,3,1,1
Brazil,Netherlands,Friendly,2018-10-31,Home,4,5,54.29985190927521,67.6526211466485,5,23,18,10,3,0,0,1
France,Argentina,Friendly,2018-11-01,Home,3,1,37.59356441899506,62.49492229969456,12,26,7,14,0,2,1,0
Italy,Argentina,Friendly,2018-11-02,Away,3,5,45.30654074009499,41.85592338230925,17,1,16,10,0,2,1,1
Brazil,France,Tournament,2018-11-03,Away,0,5,68.27475264789021,43.85529935143926,2,19,19,9,1,1,0,1
Portugal,Italy,Friendly,2018-11-04,Away,2,2,41.52699651112027,44.59936272722564,28,17,19,13,0,4,0,0
Argentina,Brazil,Tournament,2018-11-05,Neutral,2,4,32.514495370534,69.1672335844878,4,5,9,17,2,2,0,1
England,Belgium,Qualifier,2018-11-06,Away,1,4,45.393198995822104,44.430220158885945,2,15,15,11,3,1,1,1
Brazil,Argentina,Tournament,2018-11-07,Neutral,5,0,44.652284753764576,34.34757236873522,14,20,19,11,4,0,1,1
Belgium,Argentina,Qualifier,2018-11-08,Neutral,2,4,48.81235262929671,61.13315578540607,14,24,8,15,3,0,0,1
Italy,Spain,Tournament,2018-11-09,Away,3,3,52.4121368832485,44.6425316632821,13,25,12,19,2,3,0,0
Brazil,Germany,Tournament,2018-11-10,Away,4,2,69.69693066028358,54.83743646903373,17,12,13,5,4,4,1,1
Brazil,Argentina,Friendly,2018-11-11,Away,1,1,60.249357687440686,66.97441649055868,26,4,12,14,1,4,0,0
Belgium,Germany,Tournament,2018-11-12,Neutral,5,4,31.435630570308412,53.02022307112177,17,15,15,14,0,1,1,1
Portugal,France,Friendly,2018-11-13,Home,4,1,58.508493128260504,55.50800713431552,22,3,15,6,2,3,0,1
Brazil,Brazil,Qualifier,2018-11-14,Away,4,0,62.96926993647033,55.71450257860544,18,14,13,16,0,4,0,1
England,Netherlands,Qualifier,2018-11-15,Neutral,3,2,65.82522955537546,54.49596743034061,3,4,18,7,1,3,1,1
France,Argentina,Friendly,2018-11-16,Neutral,0,4,46.96024411609605,36.39077509923816,21,19,19,9,4,1,1,1
Portugal,England,Qualifier,2018-11-17,Away,0,1,42.54502272423398,48.25661658995022,16,6,18,18,2,3,0,0
England,Germany,Tournament,2018-11-18,Neutral,0,5,63.57299170892952,30.306560799082337,19,17,18,15,4,2,1,1
Portugal,Spain,Friendly,2018-11-19,Away,2,4,61.10461637434155,55.05059216301333,6,18,12,19,2,2,1,1
England,Belgium,Friendly,2018-11-20,Neutral,0,0,51.44169799863303,53.01433180104956,23,8,14,16,1,2,1,0
Italy,Spain,Friendly,2018-11-21,Home,5,5,34.71531137660609,42.72548876963285,26,19,17,8,1,2,0,0
England,Argentina,Qualifier,2018-11-22,Neutral,3,1,56.07045356272404,50.95582012680815,6,20,5,12,1,0,0,1
Spain,Italy,Qualifier,2018-11-23,Away,2,1,32.626702657314965,49.72231127632307,18,12,11,15,0,0,1,0
England,Netherlands,Tournament,2018-11-24,Home,5,2,34.01467218760669,40.03660863769005,9,17,18,8,3,4,1,1
Argentina,Brazil,Tournament,2018-11-25,Away,0,2,43.24560955700926,41.73150192370372,18,19,13,10,4,0,0,1
Argentina,England,Friendly,2018-11-26,Neutral,5,1,44.84701987472249,60.501639865150025,6,1,5,13,2,3,1,1
Netherlands,Italy,Tournament,2018-11-27,Home,4,5,48.47896155561121,60.22929276726916,9,11,14,6,4,3,0,0
Spain,Spain,Qualifier,2018-11-28,Home,3,2,43.56571836874995,48.79128600959369,25,10,5,17,3,0,0,1
Spain,Germany,Tournament,2018-11-29,Neutral,3,1,31.351526217380773,58.70035809663918,18,16,14,12,0,3,0,0
France,Germany,Qualifier,2018-11-30,Home,5,5,36.296627377029345,48.032051209237444,25,5,17,16,0,4,0,0
Spain,Italy,Tournament,2018-12-01,Home,1,3,34.604478633281374,64.05496139584528,16,17,6,9,3,1,0,0
France,Germany,Qualifier,2018-12-02,Home,3,4,47.24734394263838,43.31226728834453,24,28,17,14,2,0,1,1
Netherlands,Spain,Qualifier,2018-12-03,Away,4,3,38.485157087266586,67.09169999381604,23,9,9,10,3,2,1,1
Netherlands,Italy,Tournament,2018-12-04,Away,3,3,41.741811715798676,51.691346022586835,13,23,17,7,0,3,1,1
Italy,Spain,Tournament,2018-12-05,Home,1,4,48.86269853458905,51.427514443190034,11,27,16,19,0,3,0,0
Argentina,England,Qualifier,2018-12-06,Neutral,3,1,39.42247439242112,56.83241537304175,8,8,12,12,4,1,0,0
England,Netherlands,Friendly,2018-12-07,Neutral,3,1,39.83716417544237,43.634240432587376,26,25,17,18,2,4,1,1
England,Belgium,Tournament,2018-12-08,Away,1,2,63.325767095462744,58.973182836285375,24,10,12,6,2,3,1,0
Belgium,England,Qualifier,2018-12-09,Neutral,3,0,51.92347472242598,42.8170041053648,17,8,14,17,0,2,0,0
Belgium,England,Tournament,2018-12-10,Home,5,1,64.27037806319987,45.90155319835142,9,3,8,5,3,1,0,0
Germany,Germany,Tournament,2018-12-11,Neutral,2,4,50.581036608768414,56.98813747172227,6,23,11,15,0,3,1,0
Portugal,Argentina,Tournament,2018-12-12,Away,5,0,66.37056929693287,45.13796405205525,1,23,11,16,4,2,1,0
Italy,Portugal,Tournament,2018-12-13,Away,3,4,40.189682859720065,37.99896490752243,1,23,13,5,3,3,0,1
Germany,Germany,Tournament,2018-12-14,Home,0,4,54.666801337888046,64.87605835102028,13,12,19,12,0,2,0,1
Germany,Argentina,Friendly,2018-12-15,Away,0,4,50.12927095415515,66.88621523175544,7,24,13,6,2,1,0,1
Brazil,Spain,Friendly,2018-12-16,Away,2,0,66.74763706732772,55.06924199229794,10,4,7,17,4,4,0,1
Brazil,Portugal,Friendly,2018-12-17,Away,3,3,46.73918311429325,62.44603084791414,18,27,17,17,0,0,0,1
Germany,Germany,Qualifier,2018-12-18,Neutral,4,5,64.1929525306627,69.46609419099012,6,22,19,9,0,0,1,0
Spain,Portugal,Friendly,2018-12-19,Away,3,4,52.55616202423456,54.59099007279303,13,18,15,6,1,4,0,0
Portugal,Portugal,Friendly,2018-12-20,Neutral,0,2,58.341718074419894,66.35170573000053,5,23,12,15,3,3,1,1
Italy,France,Qualifier,2018-12-21,Away,1,1,65.47572372478226,44.370189988813905,21,9,9,8,1,1,0,1
Germany,Netherlands,Friendly,2018-12-22,Away,2,5,69.87625658819181,58.018897435487446,26,21,19,13,2,2,0,1
England,France,Tournament,2018-12-23,Neutral,1,1,59.24558234590878,32.23221865187385,15,4,9,6,3,1,0,1
Portugal,Argentina,Friendly,2018-12-24,Neutral,4,1,42.58087811671131,61.55886222440579,12,2,12,17,4,4,0,0
Brazil,Brazil,Friendly,2018-12-25,Home,3,0,41.96047973168439,63.1921257891827,22,7,19,8,3,3,0,1
